,Char,Genre,Title,line_count,gender
1662,LAGERMAN,Drama,hospitalthe,33,
1663,DR. SPEZIO,Drama,hospitalthe,29,
1664,NAMELESS MAN,Drama,hospitalthe,50,
1665,MRS. CUSHING,Drama,hospitalthe,91,
1666,MILTON MEAD,Drama,hospitalthe,113,
1667,WILLIAM MEAD,Drama,hospitalthe,75,
1668,WELBECK,Drama,hospitalthe,187,
1669,MRS. DONOVAN,Drama,hospitalthe,39,
1670,DR. M,Drama,hospitalthe,58,
1671,HITCHCOCK,Drama,hospitalthe,65,
1672,LEADER,Drama,hospitalthe,21,
1673,AMBLER,Drama,hospitalthe,23,
1675,BARBARA,Drama,hospitalthe,402,
1676,SUNDSTROM,Drama,hospitalthe,150,
1677,BOCK,Drama,hospitalthe,922,
1678,MEL GORDON,Drama,affliction,35,
1679,HAND,Drama,affliction,34,
1680,JACK,Drama,affliction,219,
1682,LARIVIERE,Drama,affliction,189,
1683,CHICK,Drama,affliction,28,
1684,LILLIAN,Drama,affliction,52,
1685,NICK,Drama,affliction,61,
1686,JILL,Drama,affliction,124,
1687,MARGIE,Drama,affliction,168,
1688,POP,Drama,affliction,143,
1689,WADE,Drama,affliction,1104,
1690,ROLFE,Drama,affliction,270,
1691,BORMANN,Drama,powerofonethe,36,
1692,SMIT,Drama,powerofonethe,25,
1693,LEWIS,Drama,powerofonethe,40,
1694,NGUNI,Drama,powerofonethe,88,
1695,REFEREE,Drama,powerofonethe,46,
1697,MANDOMA,Drama,powerofonethe,76,
1698,ALL,Drama,powerofonethe,38,
1699,BRETYN,Drama,powerofonethe,73,
1700,MARIA,Drama,powerofonethe,261,
1701,PK drops to the fallen girl's side. He is frantic at,Drama,powerofonethe,26,
1703,VON ZYL,Drama,powerofonethe,112,
1704,DOC,Drama,powerofonethe,372,
1705,SOLLY,Drama,powerofonethe,254,
1707,MORRIE,Drama,powerofonethe,400,
1708,THOMAS,Drama,powerofonethe,84,
1709,JOCKO,Drama,powerofonethe,78,
1711,"PK, realizing there is no talking to Botha now, does",Drama,powerofonethe,22,
1712,GEEL PIET,Drama,powerofonethe,119,
1713,SMASH CUT TO:,Drama,powerofonethe,32,
1714,PK,Drama,powerofonethe,1551,
1715,GIRL,Drama,americangraffiti,34,
1716,MR. GORDON,Drama,americangraffiti,27,
1717,BUDDA,Drama,americangraffiti,58,
1718,CARLOS,Drama,americangraffiti,36,
1719,ANTS,Drama,americangraffiti,25,
1720,JOE,Drama,americangraffiti,158,
1721,CAROL,Drama,americangraffiti,206,
1722,DEBBIE,Drama,americangraffiti,236,
1723,MANAGER,Drama,americangraffiti,73,
1724,FALFA,Drama,americangraffiti,59,
1725,VOICE,Drama,americangraffiti,50,
1726,WOLFMAN,Drama,americangraffiti,149,
1727,STEVE,Drama,americangraffiti,305,
1728,LAURIE,Drama,americangraffiti,173,
1729,TERRY,Drama,americangraffiti,470,
1730,JOHN,Drama,americangraffiti,419,
1731,CURT,Drama,americangraffiti,416,
1732,INTERVIEWER,Drama,kramervskramer,58,
1733,ACKERMAN,Drama,kramervskramer,22,
1734,SPENCER,Drama,kramervskramer,21,
1735,SHAUNESSY'S VOICE,Drama,kramervskramer,36,
1736,PHYLLIS,Drama,kramervskramer,126,
1737,ALVAREZ,Drama,kramervskramer,46,
1738,O'CONNOR,Drama,kramervskramer,213,
1739,JUDGE,Drama,kramervskramer,40,
1740,GRESSEN,Drama,kramervskramer,133,
1741,SHAUNESSY,Drama,kramervskramer,246,
1742,THELMA,Drama,kramervskramer,239,
1743,BILLY,Drama,kramervskramer,320,
1744,JOANNA,Drama,kramervskramer,364,
1745,TED,Drama,kramervskramer,1418,
1746,SA'AD,Drama,fairgame,61,
1747,PETE,Drama,fairgame,42,
1748,BILL,Drama,fairgame,89,
1749,PRESIDENT,Drama,fairgame,33,
1751,SAWSAN,Drama,fairgame,100,
1753,PAVITT,Drama,fairgame,40,
1754,REPORTER ON TV,Drama,fairgame,21,
1755,LIBBY,Drama,fairgame,108,
1756,ANCHORMAN,Drama,fairgame,24,
1757,REPORTER,Drama,fairgame,32,
1758,TAXI DRIVER,Drama,fairgame,31,
1760,JOE,Drama,fairgame,334,
1761,JOE WILSON,Drama,fairgame,236,
1763,(MORE),Drama,fairgame,32,
1765,PROFESSOR ROBERTS,Drama,roommatethe,42,
1766,(BEAT),Drama,roommatethe,31,
1767,IRENE,Drama,roommatethe,29,
1768,REBECCA,Drama,roommatethe,211,
1769,STEPHEN,Drama,roommatethe,85,
1771,ZABRISKIE,Drama,programthe,49,
1772,BUD LITE,Drama,programthe,27,
1773,LEARNIHAN,Drama,programthe,35,
1774,BUD,Drama,programthe,49,
1775,JOE'S DAD,Drama,programthe,30,
1776,LATTIMER,Drama,programthe,91,
1777,CLAYTON,Drama,programthe,58,
1778,RAY,Drama,programthe,55,
1779,ALVIN,Drama,programthe,180,
1780,CHAIRMAN,Drama,programthe,25,
1781,HOWARD,Drama,programthe,48,
1782,AUTUMN,Drama,programthe,187,
1783,DARNELL,Drama,programthe,338,
1784,MR. HALEY,Drama,programthe,31,
1785,LOUANNE,Drama,programthe,55,
1786,WINTERS,Drama,programthe,665,
1787,HARVEY,Drama,programthe,71,
1788,JOE,Drama,programthe,449,
1789,CAMILLE,Drama,programthe,223,
1790,RON,Drama,youcancountonme,83,
1791,JANIE,Drama,youcancountonme,25,
1792,RUDY SR.,Drama,youcancountonme,35,
1793,BOB,Drama,youcancountonme,100,
1794,SHERIFF,Drama,youcancountonme,38,
1795,BRIAN,Drama,youcancountonme,256,
1796,RUDY,Drama,youcancountonme,213,
1797,TERRY,Drama,youcancountonme,900,
1798,SAMMY,Drama,youcancountonme,917,
1799,NURSE 1,Drama,awakenings,26,
1800,SAYER'S VOICE,Drama,awakenings,28,
1801,(REV.11/22/89)CHERRY         Pg.,Drama,awakenings,24,
1803,ROSE,Drama,awakenings,27,
1804,LUCY,Drama,awakenings,34,
1805,MRS. LOWE,Drama,awakenings,172,
1806,(NOTE: Hay want to shoot front end of this scene again without,Drama,awakenings,26,
1807,LEONARD (FILM),Drama,awakenings,26,
1808,FERNANDO,Drama,awakenings,25,
1809,MARGARET,Drama,awakenings,33,
1810,DR. SULLIVAN,Drama,awakenings,23,
1812,REV.12/15/89 (GREEN)       Pg.115,Drama,awakenings,26,
1813,MISS COSTELLO,Drama,awakenings,133,
1814,HECTOR,Drama,awakenings,49,
1815,LEONARD,Drama,awakenings,569,
1816,SAYER,Drama,awakenings,1063,
1817,PAULA,Drama,awakenings,128,
1818,CONCEPCION,Drama,musicoftheheart,25,
1819,ISABEL,Drama,musicoftheheart,62,
1820,DENNIS,Drama,musicoftheheart,58,
1821,DE SEAN,Drama,musicoftheheart,43,
1822,DOROTHEA,Drama,musicoftheheart,69,
1823,RAMON,Drama,musicoftheheart,46,
1824,RACHEL,Drama,musicoftheheart,37,
1825,LEXI,Drama,musicoftheheart,84,
1826,ASSUNTA,Drama,musicoftheheart,78,
1827,BRIAN,Drama,musicoftheheart,228,
1829,CARLOS,Drama,musicoftheheart,45,
1830,NICK,Drama,musicoftheheart,176,
1831,VANESSA,Drama,musicoftheheart,29,
1832,DAN,Drama,musicoftheheart,53,
1833,JANET,Drama,musicoftheheart,236,
1834,ROBERTA,Drama,musicoftheheart,1566,
1835,BUZZ,Drama,rebelwithoutacause,151,
1836,SERGEANT,Drama,rebelwithoutacause,32,
1837,JUDY'S FATHER,Drama,rebelwithoutacause,71,
1838,M,Drama,rebelwithoutacause,28,
1839,GOON,Drama,rebelwithoutacause,24,
1840,CRUNCH,Drama,rebelwithoutacause,62,
1841,OFFICER,Drama,rebelwithoutacause,57,
1842,CHIEF,Drama,rebelwithoutacause,32,
1843,JUDY,Drama,rebelwithoutacause,310,
1845,PLATO,Drama,rebelwithoutacause,299,
1846,RAY,Drama,rebelwithoutacause,201,
1847,FATHER,Drama,rebelwithoutacause,242,
1848,NEGRO WOMAN,Drama,rebelwithoutacause,54,
1849,JIM,Drama,rebelwithoutacause,794,
1850,ISELA,Drama,underfire,72,
1851,CINCO,Drama,underfire,32,
1852,ALEX,Drama,underfire,348,
1853,SOMOZA,Drama,underfire,55,
1854,REGIS,Drama,underfire,43,
1855,SOLDIER,Drama,underfire,22,
1856,MUCHACHO #1,Drama,underfire,24,
1857,JAZY,Drama,underfire,218,
1858,HUB,Drama,underfire,67,
1859,OATES,Drama,underfire,140,
1860,PRICE,Drama,underfire,570,
1861,CLAIRE,Drama,underfire,638,
1862,YULE MAY,Drama,helpthe,34,
1865,MISSUS WALTERS,Drama,helpthe,40,
1866,CELIA,Drama,helpthe,234,
1868,STUART,Drama,helpthe,173,
1869,JOHNNY,Drama,helpthe,57,
1870,JOLENE,Drama,helpthe,45,
1871,SKEETER,Drama,helpthe,724,
1872,CHARLOTTE,Drama,helpthe,320,
1873,MINNY,Drama,helpthe,545,
1874,ELIZABETH,Drama,helpthe,115,
1875,HILLY,Drama,helpthe,493,
1876,MAE MOBLEY,Drama,helpthe,63,
1877,AIBILEEN,Drama,helpthe,654,
1878,SENIOR EDITOR,Drama,stepmom,22,
1879,DUNCAN,Drama,stepmom,41,
1880,BEN,Drama,stepmom,251,
1881,LUKE,Drama,stepmom,572,
1882,ANNABELLE,Drama,stepmom,481,
1883,JACKIE,Drama,stepmom,1801,
1884,RACHEL,Drama,stepmom,1679,
1885,SCHMIDT,Drama,kingdomthe,23,
1886,LEAVITT,Drama,kingdomthe,47,
1887,GENERAL ABDUL-MALIK,Drama,kingdomthe,29,
1889,MADDY,Drama,kingdomthe,24,
1890,EARL,Drama,kingdomthe,31,
1891,AARON JACKSON,Drama,kingdomthe,53,
1892,KINGDOM 8/18/06   96.,Drama,kingdomthe,23,
1893,PRINCE BIN KHALED,Drama,kingdomthe,65,
1894,DAMON SCHMIDT,Drama,kingdomthe,92,
1897,GRANT SYKES,Drama,kingdomthe,205,
1898,SYKES,Drama,kingdomthe,54,
1899,AL-GHAZI,Drama,kingdomthe,44,
1902,JANET MAYES,Drama,kingdomthe,217,
1903,HAYTHAM,Drama,kingdomthe,25,
1904,FLEURY,Drama,kingdomthe,276,
1905,DIRECTOR GRACE,Drama,kingdomthe,126,
1907,KEVIN FLEURY,Drama,kingdomthe,99,
1908,RONALD FLEURY,Drama,kingdomthe,827,
1910,LARRY,Drama,zerodarkthirty,21,
1911,DANIEL,Drama,zerodarkthirty,116,
1913,JUSTIN,Drama,zerodarkthirty,25,
1914,MAYA,Drama,zerodarkthirty,160,
1915,TAYLOR,Drama,argo,30,
1918,J STAFFORD,Drama,argo,41,
1919,SIEGEL,Drama,argo,71,
1920,O'DONNELL,Drama,argo,80,
1921,CHAMBERS,Drama,argo,48,
1922,MENDEZ,Drama,argo,189,
1923,(CONTINUED),Drama,argo,80,
1924,CASSIUS,Drama,gladiator,58,
1925,GAIUS,Drama,gladiator,53,
1926,VIBIUS,Drama,gladiator,35,
1927,JUBA,Drama,gladiator,100,
1928,LUCIUS,Drama,gladiator,33,
1929,LUCILLA,Drama,gladiator,328,
1930,PROXIMO,Drama,gladiator,307,
1931,COMMODUS,Drama,gladiator,483,
1932,GRACCHUS,Drama,gladiator,135,
1933,MAXIMUS,Drama,gladiator,446,
1934,MOTORCYCLE COP,Drama,grandtheftparsons,44,
1935,BARMAN,Drama,grandtheftparsons,26,
1936,STANLEY,Drama,grandtheftparsons,192,
1937,BARBARA,Drama,grandtheftparsons,276,
1938,TRAFFIC COP,Drama,grandtheftparsons,26,
1939,GRAM,Drama,grandtheftparsons,31,
1940,LARRY,Drama,grandtheftparsons,574,
1941,PHIL,Drama,grandtheftparsons,955,
1942,SUSIE,Drama,grandtheftparsons,198,
1943,PRINCE SHCHERBATSKY,Drama,annakarenina,27,
1944,COUNTESS NORDSTON,Drama,annakarenina,23,
1945,COUNTESS SKY,Drama,annakarenina,50,
1946,OBLY,Drama,annakarenina,163,
1948,NIKOLAI,Drama,annakarenina,42,
1949,KARENIN,Drama,annakarenina,249,
1950,LYDIA,Drama,annakarenina,46,
1951,KAPITONICH,Drama,annakarenina,30,
1952,SEROZHA,Drama,annakarenina,30,
1954,BETSY,Drama,annakarenina,72,
1955,DOLLY,Drama,annakarenina,69,
1956,SKY,Drama,annakarenina,345,
1957,ANNA,Drama,annakarenina,562,
1958,TIME--DAY,Drama,annakarenina,22,
1960,KITTY,Drama,annakarenina,101,
1961,SARAH,Drama,marthamarcymaymarlene,34,
1962,MAX,Drama,marthamarcymaymarlene,65,
1963,WATTS,Drama,marthamarcymaymarlene,50,
1964,KATIE,Drama,marthamarcymaymarlene,41,
1965,ZOE,Drama,marthamarcymaymarlene,79,
1966,PATRICK,Drama,marthamarcymaymarlene,156,
1967,(BEAT),Drama,marthamarcymaymarlene,77,
1968,MARTHA,Drama,marthamarcymaymarlene,579,
1969,TED,Drama,marthamarcymaymarlene,226,
1970,LUCY,Drama,marthamarcymaymarlene,517,
1971,TV ANNOUNCER,Drama,invictus,53,
1972,BOLAND BOTHA (ON TV),Drama,invictus,26,
1973,MARY,Drama,invictus,36,
1974,SPRINGBOK LOCK,Drama,invictus,30,
1975,BARBARA,Drama,invictus,104,
1976,COACH,Drama,invictus,43,
1977,NERINE,Drama,invictus,48,
1978,(BEAT),Drama,invictus,164,
1979,ETIENNE,Drama,invictus,64,
1980,SPRINGBOK HOOKER,Drama,invictus,39,
1981,MR. PIENAAR,Drama,invictus,51,
1982,HENDRICK,Drama,invictus,93,
1983,MINISTER OF SPORT,Drama,invictus,63,
1984,BOLAND BOTHA,Drama,invictus,84,
1985,PIENAAR,Drama,invictus,210,
1986,DISSOLVE TO:,Drama,invictus,23,
1987,JASON,Drama,invictus,178,
1988,MANDELA,Drama,invictus,587,
1989,LINGA,Drama,invictus,86,
1990,(INTO RADIO),Drama,invictus,27,
1991,ANWAR'S GRANDMOTHER,Drama,babel,31,
1992,DOCTOR,Drama,babel,37,
1993,CHIEKO,Drama,babel,56,
1994,MITSU,Drama,babel,47,
1995,TAKESHI,Drama,babel,38,
1996,HASSAN,Drama,babel,96,
1997,AHMED,Drama,babel,141,
1998,LUIS,Drama,babel,53,
1999,OFFICER,Drama,babel,51,
2000,SANTIAGO,Drama,babel,189,
2001,MOHAMMED,Drama,babel,47,
2007,ALARID,Drama,babel,111,
2008,DEBBIE,Drama,babel,46,
2009,JOHN,Drama,babel,46,
2010,SUSAN,Drama,babel,185,
2011,POLICE OFFICER,Drama,babel,97,
2012,ANWAR,Drama,babel,272,
2013,KEN,Drama,babel,44,
2014,MOROCCAN DOCTOR,Drama,babel,23,
2015,AMELIA,Drama,babel,617,
2016,RICHARD,Drama,babel,540,
2020,REPORTER,Drama,babel,22,
2021,KENJI,Drama,babel,254,
2022,VERA MILES,Drama,hitchcock,62,
2023,WHITFIELD COOK,Drama,hitchcock,119,
2024,(THEN),Drama,hitchcock,26,
2025,GEOFFREY SHURLOCK,Drama,hitchcock,45,
2026,JANET LEIGH,Drama,hitchcock,86,
2028,LEW WASSERMAN,Drama,hitchcock,74,
2029,PEGGY,Drama,hitchcock,96,
2030,ALMA,Drama,hitchcock,444,
2031,ED GEIN,Drama,hitchcock,58,
2032,ALFRED HITCHCOCK,Drama,hitchcock,823,
2033,(CONTINUED),Drama,hitchcock,91,
2034,CONTINUED:,Drama,hitchcock,77,
2035,COP,Drama,iamsam,21,
2036,ANNIE,Drama,iamsam,91,
2037,GEORGE,Drama,iamsam,36,
2038,JUDGE MCNEILY,Drama,iamsam,29,
2039,TURNER,Drama,iamsam,252,
2040,MARGARET BROWN,Drama,iamsam,84,
2041,BRAD,Drama,iamsam,55,
2042,LUCY,Drama,iamsam,267,
2043,RANDY,Drama,iamsam,83,
2044,ROBERT,Drama,iamsam,68,
2045,IFTY,Drama,iamsam,117,
2046,RITA,Drama,iamsam,815,
2047,SAM,Drama,iamsam,1004,
2050,DR. COOK,Drama,littleathens,25,
2051,PIZZA POP,Drama,littleathens,21,
2052,KATIE,Drama,littleathens,39,
2053,DAVE,Drama,littleathens,83,
2054,PETE,Drama,littleathens,45,
2055,EMILY,Drama,littleathens,68,
2056,JIMMY,Drama,littleathens,343,
2059,COREY,Drama,littleathens,252,
2060,PEDRO,Drama,littleathens,225,
2062,LOUIE,Drama,littleathens,25,
2063,SINJIN,Drama,littleathens,66,
2064,BOBBY,Drama,littleathens,61,
2065,KWON,Drama,littleathens,86,
2068,CARTER,Drama,littleathens,114,
2069,BERUBI,Drama,littleathens,31,
2070,DEREK,Drama,littleathens,81,
2071,HEATHER,Drama,littleathens,336,
2072,JESSICA,Drama,littleathens,397,
2073,AARON,Drama,littleathens,143,
2074,JILL,Drama,philadelphia,25,
2075,LAIRD,Drama,philadelphia,27,
2076,FILKO,Drama,philadelphia,21,
2077,JEROME GREEN,Drama,philadelphia,24,
2079,ANTHEA,Drama,philadelphia,49,
2080,YOUNG MAN,Drama,philadelphia,26,
2081,JAMEY,Drama,philadelphia,27,
2082,BELINDA,Drama,philadelphia,148,
2083,KENTON,Drama,philadelphia,76,
2084,SEIDMAN,Drama,philadelphia,101,
2085,WHEELER,Drama,philadelphia,230,
2086,MARINE JUROR,Drama,philadelphia,23,
2087,JUDGE GARNETT,Drama,philadelphia,122,
2088,ANDREW (CONT.),Drama,philadelphia,123,
2089,JOE (CONT.),Drama,philadelphia,113,
2090,CONTINUCUT TO:,Drama,philadelphia,22,
2091,SARAH,Drama,philadelphia,44,
2092,ANDREW,Drama,philadelphia,810,
2093,MIGUEL,Drama,philadelphia,154,
2094,LISA,Drama,philadelphia,56,
2095,JOE,Drama,philadelphia,786,
2096,HERMAN,Drama,blacksnakemoan,25,
2097,GILL,Drama,blacksnakemoan,121,
2098,SANDY,Drama,blacksnakemoan,38,
2099,TEHRONNE,Drama,blacksnakemoan,140,
2100,LINCOLN,Drama,blacksnakemoan,50,
2101,ANGELA,Drama,blacksnakemoan,119,
2103,R.L.,Drama,blacksnakemoan,253,
2104,RONNIE,Drama,blacksnakemoan,244,
2105,RAE,Drama,blacksnakemoan,608,
2106,BARRY,Drama,henryfool,22,
2107,STEVE,Drama,henryfool,22,
2109,AMY,Drama,henryfool,72,
2110,FATHER HAWKES,Drama,henryfool,84,
2111,ANGUS,Drama,henryfool,142,
2114,PEARL,Drama,henryfool,32,
2115,VICKY,Drama,henryfool,52,
2116,WARREN,Drama,henryfool,129,
2117,LAWYER,Drama,henryfool,32,
2118,NED,Drama,henryfool,26,
2119,LAURA,Drama,henryfool,54,
2120,FAY,Drama,henryfool,333,
2121,HENRY,Drama,henryfool,1069,
2122,SIMON,Drama,henryfool,540,
2123,CRAIGIE,Drama,cincinnatikidthe,134,
2124,PIG,Drama,cincinnatikidthe,51,
2126,HOBAN,Drama,cincinnatikidthe,87,
2127,YELLER,Drama,cincinnatikidthe,57,
2128,KID,Drama,cincinnatikidthe,835,
2129,BILL,Drama,cincinnatikidthe,158,
2130,MELBA,Drama,cincinnatikidthe,264,
2131,SHOOTER,Drama,cincinnatikidthe,440,
2132,LADY FINGERS,Drama,cincinnatikidthe,125,
2133,LANCEY,Drama,cincinnatikidthe,432,
2134,DANNY,Drama,cincinnatikidthe,38,
2135,CHRISTIAN,Drama,cincinnatikidthe,359,
2136,THE KID,Drama,cincinnatikidthe,252,
2137,DANNY,Drama,siegethe,48,
2139,CHIEF OF STAFF,Drama,siegethe,120,
2140,COL. HARDWICK,Drama,siegethe,26,
2141,SAMIR,Drama,siegethe,169,
2142,ELISE,Drama,siegethe,696,
2143,DEVEREAUX,Drama,siegethe,361,
2145,FRANK,Drama,siegethe,325,
2146,ARTIE,Drama,moneyball,28,
2147,BARRY,Drama,moneyball,27,
2148,PITTARO,Drama,moneyball,32,
2149,ALAN,Drama,moneyball,34,
2150,GRADY,Drama,moneyball,164,
2151,WASHINGTON,Drama,moneyball,34,
2153,SHARON,Drama,moneyball,34,
2154,SCOTT,Drama,moneyball,39,
2155,MAGNANTE,Drama,moneyball,32,
2156,HATTEBERG,Drama,moneyball,58,
2157,JUSTICE,Drama,moneyball,39,
2158,ANNOUNCER V/O,Drama,moneyball,41,
2159,CHAD,Drama,moneyball,33,
2160,ART,Drama,moneyball,174,
2161,UMPIRE,Drama,moneyball,27,
2162,ELIZABETH,Drama,moneyball,28,
2163,TARA,Drama,moneyball,68,
2164,JOE MORGAN V/O,Drama,moneyball,30,
2165,SCHOTT,Drama,moneyball,135,
2166,(MORE),Drama,moneyball,48,
2167,JOHN,Drama,moneyball,62,
2168,(THEN),Drama,moneyball,86,
2169,(BEAT),Drama,moneyball,95,
2170,PETER,Drama,moneyball,560,
2171,(PAUSE),Drama,moneyball,66,
2172,PAUL,Drama,moneyball,44,
2173,BILLY,Drama,moneyball,2087,
2174,CASEY,Drama,moneyball,141,
2175,SOLDIER,Drama,forrestgump,21,
2176,HILARY,Drama,forrestgump,30,
2177,ABBIE HOFFMAN,Drama,forrestgump,28,
2178,MASAI,Drama,forrestgump,26,
2179,CARLA,Drama,forrestgump,27,
2181,PRESIDENT NIXON,Drama,forrestgump,23,
2182,ANCHORMAN,Drama,forrestgump,43,
2184,ANNOUNCER,Drama,forrestgump,21,
2185,NEWSMAN,Drama,forrestgump,32,
2186,NEWSCASTER,Drama,forrestgump,24,
2187,LT. DAN,Drama,forrestgump,307,
2189,FORREST,Drama,forrestgump,1426,
2190,SALLY,Drama,verdictthe,51,
2191,TOWLER,Drama,verdictthe,38,
2192,DR. THOMPSON,Drama,verdictthe,117,
2193,VOICE,Drama,verdictthe,36,
2194,LAURA,Drama,verdictthe,156,
2195,DR. TOWLER,Drama,verdictthe,63,
2196,BAILIFF,Drama,verdictthe,22,
2197,KATHY,Drama,verdictthe,93,
2198,CONCANNON,Drama,verdictthe,382,
2199,ALITO,Drama,verdictthe,69,
2200,GALVIN,Drama,verdictthe,1232,
2201,JUDGE,Drama,verdictthe,214,
2202,MICKEY,Drama,verdictthe,355,
2203,TERRY WILSON,Drama,informantthe,28,
2204,ANDREAS,Drama,informantthe,39,
2205,(MORE),Drama,informantthe,32,
2207,GINGER,Drama,informantthe,67,
2210,PUGH,Drama,honeydripper,29,
2213,SHACK THOMAS,Drama,honeydripper,80,
2214,TIME,Drama,honeydripper,27,
2215,CHOIR,Drama,honeydripper,76,
2216,REVEREND CUTLIP,Drama,honeydripper,106,
2218,SHERIFF PUGH,Drama,honeydripper,130,
2219,DELILAH,Drama,honeydripper,220,
2220,NADINE,Drama,honeydripper,33,
2221,COOL BREEZE,Drama,honeydripper,57,
2222,JUNEBUG,Drama,honeydripper,50,
2223,DEX,Drama,honeydripper,102,
2224,HAM,Drama,honeydripper,55,
2225,SONNY,Drama,honeydripper,301,
2227,PM,Drama,honeydripper,120,
2228,MACEO,Drama,honeydripper,412,
2229,TY,Drama,honeydripper,949,
2230,HANK,Drama,obsessed,27,
2231,BEN,Drama,obsessed,97,
2232,JOE,Drama,obsessed,32,
2233,DEREK (cont'd),Drama,obsessed,40,
2236,(LAUGHS),Drama,obsessed,22,
2237,PATRICK,Drama,obsessed,91,
2238,LISA'S VOICE,Drama,obsessed,23,
2239,EREK,Drama,obsessed,82,
2241,ETH,Drama,obsessed,31,
2242,BETH (cont'd),Drama,obsessed,40,
2243,LISA,Drama,obsessed,448,
2244,REYES,Drama,obsessed,128,
2245,EYES,Drama,obsessed,23,
2246,(CONTINUED),Drama,obsessed,269,
2247,BETH,Drama,obsessed,383,
2248,DEREK,Drama,obsessed,723,
2249,TOWNY,Drama,midnightcowboy,107,
2250,RATSO,Drama,midnightcowboy,429,
2252,DRIVER,Drama,midnightcowboy,26,
2253,GEORGE,Drama,jacobsladder,26,
2254,JERRY,Drama,jacobsladder,28,
2255,PAUL,Drama,jacobsladder,152,
2256,DOUG,Drama,jacobsladder,35,
2257,FRANK,Drama,jacobsladder,47,
2258,GEARY,Drama,jacobsladder,81,
2259,RESIDENT,Drama,jacobsladder,21,
2260,"""DOCTOR""",Drama,jacobsladder,21,
2262,NURSE,Drama,jacobsladder,30,
2263,ROD,Drama,jacobsladder,70,
2264,LOUIS,Drama,jacobsladder,162,
2265,GABE,Drama,jacobsladder,34,
2266,STERN,Drama,jacobsladder,150,
2267,MURPHY,Drama,jacobsladder,24,
2268,WOMAN,Drama,jacobsladder,43,
2269,JEZZIE,Drama,jacobsladder,627,
2270,VOICE,Drama,jacobsladder,46,
2272,MICHAEL,Drama,jacobsladder,231,
2273,WOMAN,Drama,allthepresidentsmen,23,
2274,BOOKKEEPER,Drama,allthepresidentsmen,74,
2276,MITCHELL,Drama,allthepresidentsmen,24,
2277,MRS. GRAHAM,Drama,allthepresidentsmen,49,
2278,SEGRETTI,Drama,allthepresidentsmen,54,
2279,CLAWSEN,Drama,allthepresidentsmen,24,
2280,SLOAN,Drama,allthepresidentsmen,136,
2281,SIMONS,Drama,allthepresidentsmen,76,
2282,ROSENFELD,Drama,allthepresidentsmen,191,
2283,DEEP THROAT,Drama,allthepresidentsmen,159,
2286,BRADLEE,Drama,allthepresidentsmen,216,
2287,WHITE H SPOKESMAN,Drama,allthepresidentsmen,21,
2288,WESTERN SENATOR,Drama,allthepresidentsmen,32,
2289,LETTERMAN,Drama,americansplendor,92,
2290,FRED,Drama,americansplendor,22,
2291,JOYCE,Drama,americansplendor,311,
2292,HARVEY,Drama,americansplendor,848,
2293,DANIELLE,Drama,americansplendor,28,
2294,REAL HARVEY,Drama,americansplendor,269,
2295,YOUNG STUD,Drama,boogienights,34,
2296,LITTLE BILL,Drama,boogienights,98,
2297,FLOYD,Drama,boogienights,60,
2298,LITTLE BILL'S WIFE,Drama,boogienights,21,
2299,KURT LONGJOHN,Drama,boogienights,66,
2300,BANK WORKER,Drama,boogienights,25,
2301,JEROME,Drama,boogienights,44,
2302,MR. BROWN,Drama,boogienights,27,
2303,BECKY,Drama,boogienights,99,
2304,JUDGE,Drama,boogienights,30,
2305,THOMAS,Drama,boogienights,22,
2306,JACK (OC),Drama,boogienights,25,
2307,COLLEGE KID,Drama,boogienights,37,
2308,SURFER,Drama,boogienights,29,
2309,SCOTTY J.,Drama,boogienights,117,
2310,REED,Drama,boogienights,164,
2311,TODD,Drama,boogienights,131,
2312,RAHAD,Drama,boogienights,49,
2314,COLONEL,Drama,boogienights,198,
2315,MAURICE,Drama,boogienights,115,
2316,ROLLERGIRL,Drama,boogienights,130,
2317,BUCK,Drama,boogienights,169,
2318,JESSIE,Drama,boogienights,86,
2321,DIRK,Drama,boogienights,847,
2322,PILLSBURY,Drama,allthekingsmen,41,
2323,HALE,Drama,allthekingsmen,37,
2324,NARRATOR'S VOICE,Drama,allthekingsmen,52,
2325,TOM,Drama,allthekingsmen,69,
2326,LUCY,Drama,allthekingsmen,104,
2327,DUFFY,Drama,allthekingsmen,118,
2328,SADIE,Drama,allthekingsmen,309,
2329,JUDGE,Drama,allthekingsmen,122,
2330,STANTON,Drama,allthekingsmen,150,
2331,ANNOUNCER'S VOICE,Drama,allthekingsmen,35,
2332,SENATOR,Drama,allthekingsmen,33,
2333,DISSOLVE TO:,Drama,allthekingsmen,74,
2334,ANNOUNCER,Drama,allthekingsmen,21,
2335,ANNE,Drama,allthekingsmen,176,
2336,JACK,Drama,allthekingsmen,935,
2337,WILLIE,Drama,allthekingsmen,1199,
2339,JERRY,Drama,twoforthemoney,39,
2340,BRANDON VOICEOVER,Drama,twoforthemoney,22,
2341,WALTER,Drama,twoforthemoney,373,
2342,TONI,Drama,twoforthemoney,132,
2344,GALEN,Drama,mud,79,
2345,JUNIPER,Drama,mud,144,
2346,MAY PEARL,Drama,mud,114,
2347,MARY LEE,Drama,mud,227,
2348,MUD,Drama,mud,826,
2349,CARVER,Drama,mud,114,
2351,KING,Drama,mud,93,
2352,NECKBONE,Drama,mud,658,
2353,SENIOR,Drama,mud,255,
2355,TOM,Drama,mud,159,
