,Char,Genre,Title,line_count,gender
6033,NICK,War,deerhunterthe,703,
6034,VINCE,War,deerhunterthe,314,
6035,ANNETTE,War,fromheretoeternity,27,
6036,BILL,War,fromheretoeternity,24,
6037,LORENE,War,fromheretoeternity,102,
6039,(N,War,fromheretoeternity,22,
6040,MAGGIO,War,fromheretoeternity,261,
6041,CLARK,War,fromheretoeternity,24,
6042,FATSO,War,fromheretoeternity,52,
6044,HOLMES,War,fromheretoeternity,258,
6045,MAZZIOLI,War,fromheretoeternity,40,
6046,NAIR,War,fromheretoeternity,40,
6048,HENDERSON,War,fromheretoeternity,33,
6049,CHOATE,War,fromheretoeternity,35,
6050,LEVA,War,fromheretoeternity,36,
6051,THORNHILL,War,fromheretoeternity,32,
6052,DHOM,War,fromheretoeternity,30,
6053,TREADWELL,War,fromheretoeternity,33,
6055,ROSS,War,fromheretoeternity,23,
6056,RADIO ANNOUNCER'S VOICE,War,fromheretoeternity,27,
6057,MEDIUM SHOT,War,fromheretoeternity,44,
6058,PREW,War,fromheretoeternity,599,
6059,(MORE),War,fromheretoeternity,42,
6061,WARDEN'S VOICE,War,fromheretoeternity,22,
6063,WARDEN,War,fromheretoeternity,655,
6064,DISSOLVE TO:,War,fromheretoeternity,56,
6065,KAREN,War,fromheretoeternity,374,
6066,ALMA,War,fromheretoeternity,159,
6067,EXEC,Sci-Fi,abyssthe,21,
6069,JAMMER,Sci-Fi,abyssthe,37,
6070,SONNY,Sci-Fi,abyssthe,25,
6072,MCBRIDE,Sci-Fi,abyssthe,29,
6073,ONE NIGHT,Sci-Fi,abyssthe,77,
6074,DEMARCO,Sci-Fi,abyssthe,38,
6075,CATFISH,Sci-Fi,abyssthe,108,
6076,HIPPY,Sci-Fi,abyssthe,171,
6080,VO,Sci-Fi,lostinspace,30,
6081,GENERAL,Sci-Fi,lostinspace,59,
6082,NOAH,Sci-Fi,lostinspace,34,
6083,JEB,Sci-Fi,lostinspace,28,
6084,COMPUTER,Sci-Fi,lostinspace,30,
6085,FIGURE,Sci-Fi,lostinspace,26,
6086,SPIDER SMITH,Sci-Fi,lostinspace,85,
6087,OLDER WILL,Sci-Fi,lostinspace,110,
6088,WEST (OVER),Sci-Fi,lostinspace,23,
6089,SMITH,Sci-Fi,lostinspace,333,
6090,ROBOT,Sci-Fi,lostinspace,82,
6091,WEST,Sci-Fi,lostinspace,535,
6092,JOHN,Sci-Fi,lostinspace,443,
6093,JUDY,Sci-Fi,lostinspace,158,
6094,MAUREEN,Sci-Fi,lostinspace,207,
6095,PENNY,Sci-Fi,lostinspace,180,
6096,WILL,Sci-Fi,lostinspace,216,
6097,"REVISED - May 31, 1989",Sci-Fi,gremlins2,45,
6098,BILLY (CONT.),Sci-Fi,gremlins2,30,
6099,"REVISED May 16, 1989",Sci-Fi,gremlins2,23,
6100,"REVISED April 20, 1989",Sci-Fi,gremlins2,34,
6101,BILLY,Sci-Fi,gremlins2,34,
6102,"REVISED - July 7, 1989",Sci-Fi,gremlins2,23,
6103,RHINEHEART,Sci-Fi,matrixthe,22,
6104,GIZMO,Sci-Fi,matrixthe,51,
6105,ORACLE,Sci-Fi,matrixthe,54,
6106,M,Sci-Fi,matrixthe,22,
6107,APOC,Sci-Fi,matrixthe,21,
6108,CYPHER,Sci-Fi,matrixthe,201,
6109,AGENT JONES,Sci-Fi,matrixthe,32,
6111,MORPHEUS,Sci-Fi,matrixthe,576,
6112,AGENT SMITH,Sci-Fi,matrixthe,264,
6114,NEO,Sci-Fi,matrixthe,431,
6115,STONE,Sci-Fi,surrogates,26,
6116,PETERS,Sci-Fi,surrogates,119,
6117,(CONTINUED),Sci-Fi,surrogates,97,
6118,CONTINUED:,Sci-Fi,surrogates,69,
6120,MAGGIE,Sci-Fi,surrogates,44,
6121,GREER,Sci-Fi,surrogates,251,
6123,KYLIE'S MOM,Sci-Fi,slither,30,
6124,MARGARET,Sci-Fi,slither,63,
6125,JACK,Sci-Fi,slither,69,
6126,WALLY,Sci-Fi,slither,95,
6128,SHELBY,Sci-Fi,slither,33,
6130,PASTOR,Sci-Fi,slither,26,
6131,GRANT,Sci-Fi,slither,216,
6132,BILL,Sci-Fi,slither,414,
6133,STARLA,Sci-Fi,slither,406,
6134,AUSTIN,Sci-Fi,chronicle,22,
6135,STEVE,Sci-Fi,chronicle,369,
6136,FERNANDEZ,Sci-Fi,chronicle,33,
6137,SANDRA DETMER,Sci-Fi,chronicle,26,
6138,HOWARD,Sci-Fi,chronicle,24,
6139,MR. DETMER,Sci-Fi,chronicle,100,
6140,CASEY,Sci-Fi,chronicle,129,
6141,ANDREW,Sci-Fi,chronicle,620,
6143,CUT.,Sci-Fi,chronicle,72,
6145,DOC,Sci-Fi,logansrun,70,
6146,HOLLY,Sci-Fi,logansrun,26,
6147,VOICE,Sci-Fi,logansrun,45,
6148,BOX,Sci-Fi,logansrun,77,
6149,MAN,Sci-Fi,logansrun,31,
6151,FRANCIS,Sci-Fi,logansrun,150,
6152,JESSICA,Sci-Fi,logansrun,297,
6154,LOGAN,Sci-Fi,logansrun,606,
6155,FRANKLIN,Sci-Fi,riseoftheplanetoftheapes,24,
6156,DODGE,Sci-Fi,riseoftheplanetoftheapes,50,
6157,JACOBS,Sci-Fi,riseoftheplanetoftheapes,32,
6158,STEWART,Sci-Fi,riseoftheplanetoftheapes,68,
6159,CAESAR,Sci-Fi,riseoftheplanetoftheapes,41,
6160,WILL,Sci-Fi,riseoftheplanetoftheapes,248,
6161,COTE,Sci-Fi,missiontomars,38,
6162,WILLIS,Sci-Fi,missiontomars,32,
6163,KIROV,Sci-Fi,missiontomars,32,
6164,MAGGIE,Sci-Fi,missiontomars,24,
6165,COMPUTER,Sci-Fi,missiontomars,30,
6166,WOODY,Sci-Fi,missiontomars,414,
6167,BECK,Sci-Fi,missiontomars,130,
6170,TERRI,Sci-Fi,missiontomars,306,
6171,PHIL,Sci-Fi,missiontomars,273,
6173,VINOKUR,Sci-Fi,existenz,31,
6174,CASHIER,Sci-Fi,existenz,23,
6175,LEVI,Sci-Fi,existenz,32,
6177,(PAUSE),Sci-Fi,existenz,22,
6179,PIKUL,Sci-Fi,existenz,274,
6180,GELLER,Sci-Fi,existenz,241,
6181,MISSION CONTROL,Sci-Fi,gravity,100,
6182,SHARIFF,Sci-Fi,gravity,29,
6183,(ON RADIO),Sci-Fi,gravity,170,
6184,TRANSMISSION,Sci-Fi,gravity,30,
6186,RYAN,Sci-Fi,gravity,703,
6188,JANEWAY (ON VIEWSCREEN),Sci-Fi,startreknemesis,31,
6189,SURAN,Sci-Fi,startreknemesis,36,
6190,BEVERLY,Sci-Fi,startreknemesis,116,
6191,VICEROY,Sci-Fi,startreknemesis,75,
6192,SHINZON,Sci-Fi,startreknemesis,597,
6193,DATA,Sci-Fi,startreknemesis,449,
6195,DONATRA,Sci-Fi,startreknemesis,35,
6196,GEORDI,Sci-Fi,startreknemesis,175,
6199,WORF,Sci-Fi,startreknemesis,117,
6201,GEORGE,Sci-Fi,freaked,24,
6202,BEARDED LADY,Sci-Fi,freaked,27,
6203,SOCKHEAD,Sci-Fi,freaked,34,
6205,BILL,Sci-Fi,freaked,27,
6206,HERTZ,Sci-Fi,freaked,96,
6207,COWBOY,Sci-Fi,freaked,36,
6208,ELIJAH,Sci-Fi,freaked,375,
6209,WORM,Sci-Fi,freaked,106,
6211,STUEY,Sci-Fi,freaked,78,
6212,(MORE),Sci-Fi,freaked,23,
6213,RICK,Sci-Fi,freaked,567,
6214,ERNIE,Sci-Fi,freaked,181,
6215,JULIE,Sci-Fi,freaked,201,
6216,OFFICER,Sci-Fi,starman,34,
6217,BENNY,Sci-Fi,starman,38,
6218,DR. BERGEN,Sci-Fi,starman,46,
6219,MAJOR BELL,Sci-Fi,starman,98,
6220,SECURITY GUARD,Sci-Fi,starman,28,
6222,MAN,Sci-Fi,starman,68,
6223,ATTENDANT,Sci-Fi,starman,21,
6224,COOK,Sci-Fi,starman,56,
6225,TEENAGER,Sci-Fi,starman,42,
6227,CLERK,Sci-Fi,starman,27,
6228,SHERMIN,Sci-Fi,starman,349,
6229,FOX,Sci-Fi,starman,178,
6230,JENNY,Sci-Fi,starman,985,
6231,STAR MAN,Sci-Fi,starman,672,
6232,GENETIC DOCTOR,Sci-Fi,perfectcreature,58,
6233,SLUM LANDLORD,Sci-Fi,perfectcreature,23,
6234,MAN IN THE STREET,Sci-Fi,perfectcreature,21,
6235,KID,Sci-Fi,perfectcreature,30,
6236,ANDERSON,Sci-Fi,perfectcreature,48,
6237,FRANK,Sci-Fi,perfectcreature,77,
6238,CLE OPERATOR 2,Sci-Fi,perfectcreature,24,
6239,TV PRESENTER,Sci-Fi,perfectcreature,48,
6240,CLE OPERATOR,Sci-Fi,perfectcreature,37,
6242,STEPH,Sci-Fi,perfectcreature,37,
6243,"A POV, wavering slightly, the hint of a whispering breath. We",Sci-Fi,perfectcreature,59,
6245,NURSE,Sci-Fi,perfectcreature,32,
6246,DOMINIC,Sci-Fi,perfectcreature,64,
6249,EDGAR,Sci-Fi,perfectcreature,419,
6250,DISSOLVE TO:,Sci-Fi,perfectcreature,122,
6251,SILUS,Sci-Fi,perfectcreature,484,
6252,PRIEST 2,Sci-Fi,perfectcreature,41,
6253,FADE OUT:,Sci-Fi,perfectcreature,33,
6255,ELDER,Sci-Fi,heavymetal,27,
6256,BELLYGUNNER,Sci-Fi,heavymetal,32,
6257,BOMBARDIER,Sci-Fi,heavymetal,54,
6259,PILOT,Sci-Fi,heavymetal,96,
6261,ROBOT,Sci-Fi,heavymetal,36,
6262,EDSEL,Sci-Fi,heavymetal,50,
6263,ZEKE,Sci-Fi,heavymetal,56,
6264,PROSECUTOR,Sci-Fi,heavymetal,25,
6268,AUSTIN,Sci-Fi,heavymetal,25,
6269,GIRL,Sci-Fi,heavymetal,25,
6270,NORL,Sci-Fi,heavymetal,27,
6271,QUEEN,Sci-Fi,heavymetal,60,
6272,ARD,Sci-Fi,heavymetal,70,
6274,DAN,Sci-Fi,heavymetal,160,
6276,GIBARIAN,Sci-Fi,solaris,159,
6277,SNOW,Sci-Fi,solaris,313,
6278,SARTORIUS,Sci-Fi,solaris,183,
6279,RHEYA,Sci-Fi,solaris,436,
6280,KELVIN,Sci-Fi,solaris,670,
6281,PORTER,Sci-Fi,airplane2thesequel,28,
6282,RUMACK,Sci-Fi,airplane2thesequel,32,
6283,JOHN,Sci-Fi,airplane2thesequel,22,
6284,DUNN,Sci-Fi,airplane2thesequel,24,
6285,NURSE 1,Sci-Fi,airplane2thesequel,26,
6286,CONTROLLER 1,Sci-Fi,airplane2thesequel,62,
6287,OVEUR,Sci-Fi,airplane2thesequel,142,
6288,MAN THREE,Sci-Fi,airplane2thesequel,23,
6289,DETECTIVE HALLICK,Sci-Fi,airplane2thesequel,55,
6290,MR. COFFEE,Sci-Fi,airplane2thesequel,33,
6293,SARG,Sci-Fi,airplane2thesequel,53,
6294,JOE,Sci-Fi,airplane2thesequel,36,
6295,CONTROLLER 4,Sci-Fi,airplane2thesequel,23,
6296,CONTROLLER 2,Sci-Fi,airplane2thesequel,42,
6298,SIMON,Sci-Fi,airplane2thesequel,131,
6299,COMMISSIONER,Sci-Fi,airplane2thesequel,55,
6301,JIMMY,Sci-Fi,airplane2thesequel,53,
6302,JACOBS,Sci-Fi,airplane2thesequel,59,
6303,CONTROLLER 3,Sci-Fi,airplane2thesequel,58,
6307,MARY,Sci-Fi,airplane2thesequel,117,
6308,KRAMER,Sci-Fi,airplane2thesequel,112,
6309,ELAINE,Sci-Fi,airplane2thesequel,350,
6310,X-NET BUILDER BOSS,Sci-Fi,tronlegacy,31,
6311,I-BEEM,Sci-Fi,tronlegacy,82,
6312,PLEXOR,Sci-Fi,tronlegacy,262,
6313,CODE MONK J2R,Sci-Fi,tronlegacy,28,
6314,MEGA,Sci-Fi,tronlegacy,282,
6315,KROD,Sci-Fi,tronlegacy,285,
6316,QUANTZ,Sci-Fi,tronlegacy,24,
6317,BOOLE,Sci-Fi,tronlegacy,39,
6318,SINCLAIR,Sci-Fi,tronlegacy,190,
6319,(CONTINUED),Sci-Fi,tronlegacy,199,
6320,RUSH,Sci-Fi,tronlegacy,763,
6321,MILES,Sci-Fi,tronlegacy,22,
6322,FLYNN,Sci-Fi,tronlegacy,404,
6323,MEG,Sci-Fi,tronlegacy,104,
6324,FATE,Sci-Fi,vforvendetta,37,
6325,FINGERMAN 3,Sci-Fi,vforvendetta,24,
6326,LILLIMAN,Sci-Fi,vforvendetta,63,
6328,PROTHERO,Sci-Fi,vforvendetta,165,
6329,DELIA,Sci-Fi,vforvendetta,206,
6330,VALERIE,Sci-Fi,vforvendetta,119,
6331,INTERROGATOR,Sci-Fi,vforvendetta,94,
6332,DASCOMBE,Sci-Fi,vforvendetta,53,
6334,CREEDY,Sci-Fi,vforvendetta,103,
6335,DOMINIC,Sci-Fi,vforvendetta,110,
6336,CAPTAIN,Sci-Fi,vforvendetta,44,
6337,FINCH,Sci-Fi,vforvendetta,355,
6338,LEADER,Sci-Fi,vforvendetta,512,
6341,EVEY,Sci-Fi,vforvendetta,892,
6342,DETECTIVE,Sci-Fi,shivers,33,
6343,SUPER,Sci-Fi,shivers,32,
6345,PARKINS,Sci-Fi,shivers,52,
6346,DOORMAN,Sci-Fi,shivers,24,
6348,MR. SPERGAZZI,Sci-Fi,shivers,36,
6349,MERRICK,Sci-Fi,shivers,56,
6350,ROLLO,Sci-Fi,shivers,282,
6351,TUDOR,Sci-Fi,shivers,114,
6352,FTHE,Sci-Fi,shivers,90,
6353,ST. LUC,Sci-Fi,shivers,236,
6354,BETTS,Sci-Fi,shivers,86,
6355,FRIEND #3,Sci-Fi,megamind,21,
6356,EINSTEIN,Sci-Fi,megamind,98,
6357,"""JOHN CUSACK""",Sci-Fi,megamind,120,
6358,"""PAT MORITA""",Sci-Fi,megamind,100,
6360,VINNIE,Sci-Fi,megamind,26,
6363,PLATO,Sci-Fi,megamind,135,
6366,UBERMAN,Sci-Fi,megamind,34,
6369,ROXANNE,Sci-Fi,megamind,442,
6370,DA VINCI,Sci-Fi,megamind,36,
6372,REESE,Sci-Fi,terminator2judgementday,24,
6373,VIDERAH,Sci-Fi,terminator2judgementday,24,
6374,OFFICER X,Sci-Fi,terminator2judgementday,21,
6375,JANELLE,Sci-Fi,terminator2judgementday,21,
6376,NIGHT NURSE,Sci-Fi,terminator2judgementday,22,
6377,SILBERMAN,Sci-Fi,terminator2judgementday,106,
6378,BIKE COP,Sci-Fi,terminator2judgementday,25,
6379,SALCEDA,Sci-Fi,terminator2judgementday,41,
6380,TARISSA,Sci-Fi,terminator2judgementday,40,
6381,DYSON,Sci-Fi,terminator2judgementday,148,
6382,JOHN,Sci-Fi,terminator2judgementday,533,
6383,TERMINATOR,Sci-Fi,terminator2judgementday,363,
6384,SARAH,Sci-Fi,terminator2judgementday,339,
6385,OWEN,Sci-Fi,starwarsanewhope,85,
6386,TAGGE,Sci-Fi,starwarsanewhope,21,
6387,GREEDO,Sci-Fi,starwarsanewhope,24,
6389,TROOPER,Sci-Fi,starwarsanewhope,46,
6390,BEN,Sci-Fi,starwarsanewhope,255,
6391,GOLD LEADER,Sci-Fi,starwarsanewhope,38,
6392,OFFICER,Sci-Fi,starwarsanewhope,35,
6393,DODONNA,Sci-Fi,starwarsanewhope,41,
6394,RED LEADER,Sci-Fi,starwarsanewhope,99,
6395,WEDGE,Sci-Fi,starwarsanewhope,40,
6396,BIGGS,Sci-Fi,starwarsanewhope,134,
6397,TARKIN,Sci-Fi,starwarsanewhope,110,
6398,VADER,Sci-Fi,starwarsanewhope,133,
6399,HAN,Sci-Fi,starwarsanewhope,500,
6400,LEIA,Sci-Fi,starwarsanewhope,188,
6401,THREEPIO,Sci-Fi,starwarsanewhope,414,
6402,LUKE,Sci-Fi,starwarsanewhope,751,
6403,STAN'S VOICE,Sci-Fi,eternalsunshineofthespotlessmind,31,
6404,MARY'S VOICE,Sci-Fi,eternalsunshineofthespotlessmind,32,
6405,VOICE-OVER,Sci-Fi,eternalsunshineofthespotlessmind,172,
6408,RECEPTIONIST,Sci-Fi,eternalsunshineofthespotlessmind,26,
6409,PATRICK,Sci-Fi,eternalsunshineofthespotlessmind,121,
6410,MIERZWIAK,Sci-Fi,eternalsunshineofthespotlessmind,195,
6411,CLEMENTINE'S VOICE,Sci-Fi,eternalsunshineofthespotlessmind,48,
6412,JOEL,Sci-Fi,eternalsunshineofthespotlessmind,902,
6413,CLEMENTINE,Sci-Fi,eternalsunshineofthespotlessmind,1007,
6414,STAN,Sci-Fi,eternalsunshineofthespotlessmind,192,
6415,MARY,Sci-Fi,eternalsunshineofthespotlessmind,324,
6420,NORMAN,Sci-Fi,eightleggedfreaks,53,
6422,BRET,Sci-Fi,eightleggedfreaks,92,
6423,SAM,Sci-Fi,eightleggedfreaks,361,
6424,ASHLEY,Sci-Fi,eightleggedfreaks,159,
6425,GLADYS,Sci-Fi,eightleggedfreaks,88,
6426,CHRIS,Sci-Fi,eightleggedfreaks,334,
6427,MIKE,Sci-Fi,eightleggedfreaks,285,
6428,(CONTINUED),Sci-Fi,eightleggedfreaks,140,
6429,RADIO,Sci-Fi,repoman,25,
6430,MRS. PARKS,Sci-Fi,repoman,30,
6431,ARCHIE,Sci-Fi,repoman,42,
6432,MILLER,Sci-Fi,repoman,63,
6433,J. FRANK PARNELL,Sci-Fi,repoman,115,
6435,OLY,Sci-Fi,repoman,95,
6436,DEBBI,Sci-Fi,repoman,35,
6437,DUKE,Sci-Fi,repoman,77,
6438,TV,Sci-Fi,repoman,21,
6439,PLETTSCHNER,Sci-Fi,repoman,69,
6441,LAGARTO,Sci-Fi,repoman,41,
6442,KEVIN,Sci-Fi,repoman,77,
6443,OLD LADY,Sci-Fi,repoman,24,
6444,AGENT ROGERSZ,Sci-Fi,repoman,35,
6445,AGENT,Sci-Fi,repoman,45,
6446,NAPOLEON,Sci-Fi,repoman,56,
6447,MARLENE,Sci-Fi,repoman,90,
6448,BUD,Sci-Fi,repoman,326,
6451,GUY,Sci-Fi,next,55,
6452,IRV,Sci-Fi,next,86,
6453,CAVANAUGH,Sci-Fi,next,127,
6454,FERRIS (cont'd),Sci-Fi,next,33,
6455,BAINES,Sci-Fi,next,74,
6456,WISDOM,Sci-Fi,next,226,
6457,SNAPBACK TO:,Sci-Fi,next,34,
6458,LIZ,Sci-Fi,next,527,
6459,FERRIS,Sci-Fi,next,565,
6460,CRIS,Sci-Fi,next,933,
6462,NIGHT FOREMAN,Sci-Fi,irobot,27,
6464,BALDEZ,Sci-Fi,irobot,25,
6465,TOLLER,Sci-Fi,irobot,35,
6467,ROBOT,Sci-Fi,irobot,35,
6468,ROBERTSON,Sci-Fi,irobot,129,
6469,HOGENMILLER,Sci-Fi,irobot,47,
6470,LANNING,Sci-Fi,irobot,29,
6471,CUT BACK TO:,Sci-Fi,irobot,51,
6472,VICTOR,Sci-Fi,irobot,133,
6473,SONNY,Sci-Fi,irobot,139,
6474,CALVIN,Sci-Fi,irobot,585,
6475,SPOONER,Sci-Fi,irobot,1046,
6476,HOLOGRAM,Sci-Fi,irobot,49,
6478,LINDA,Sci-Fi,supergirl,30,
6479,BIANCA,Sci-Fi,supergirl,51,
6480,KARA,Sci-Fi,supergirl,24,
6481,JIMMY,Sci-Fi,supergirl,45,
6482,LUCY,Sci-Fi,supergirl,62,
6483,ZALTAR,Sci-Fi,supergirl,73,
6484,ETHAN,Sci-Fi,supergirl,137,
6487,LULL,Sci-Fi,totalrecall,125,
6489,ROBOT DRIVER,Sci-Fi,totalrecall,21,
6490,TELEPHONE VOICE,Sci-Fi,totalrecall,66,
6491,CASSETTE VOICE,Sci-Fi,totalrecall,31,
6492,DRIVER,Sci-Fi,totalrecall,30,
6493,EARPLUG WEARER,Sci-Fi,totalrecall,22,
6494,CAPTAIN'S VOICE,Sci-Fi,totalrecall,45,
6496,EDGEMAR,Sci-Fi,totalrecall,89,
6497,VOICE,Sci-Fi,totalrecall,25,
6498,VOICE FROM LOUDSPEAKER,Sci-Fi,totalrecall,23,
6500,BENNIE,Sci-Fi,totalrecall,158,
6501,EMILE,Sci-Fi,totalrecall,22,
6502,COHAAGEN,Sci-Fi,totalrecall,101,
6503,MELINA,Sci-Fi,totalrecall,219,
6504,QUAIL,Sci-Fi,totalrecall,820,
6505,DEBBIE,Sci-Fi,fantasticfour,21,
6506,DOCTOR,Sci-Fi,fantasticfour,29,
6507,X GAMES ANNOUNCER,Sci-Fi,fantasticfour,24,
6510,LEONARD,Sci-Fi,fantasticfour,56,
6511,VICTOR,Sci-Fi,fantasticfour,443,
6512,DOOM,Sci-Fi,fantasticfour,83,
6514,REED,Sci-Fi,fantasticfour,548,
6516,JOHNNY,Sci-Fi,fantasticfour,303,
6517,BEN,Sci-Fi,fantasticfour,350,
6518,(SUBTITLED),Sci-Fi,avatar,119,
6520,MO'AT,Sci-Fi,avatar,63,
6521,NEYTIRI,Sci-Fi,avatar,186,
6522,WAINFLEET,Sci-Fi,avatar,33,
6523,MAX,Sci-Fi,avatar,69,
6524,NORM,Sci-Fi,avatar,123,
6525,TRUDY,Sci-Fi,avatar,93,
6526,SELFRIDGE,Sci-Fi,avatar,137,
6527,QUARITCH,Sci-Fi,avatar,253,
6528,TSU'TEY,Sci-Fi,avatar,55,
6529,JAKE,Sci-Fi,avatar,757,
6530,FRIEND 4,Sci-Fi,waroftheworlds,24,
6532,REPORTER,Sci-Fi,waroftheworlds,32,
6533,SHERYL,Sci-Fi,waroftheworlds,22,
6534,HARLAND,Sci-Fi,waroftheworlds,139,
6536,MARY ANN,Sci-Fi,waroftheworlds,56,
6538,ROBBIE,Sci-Fi,waroftheworlds,202,
6540,YAKITITO,Sci-Fi,darkman,40,
6541,RESIDENT,Sci-Fi,darkman,26,
6542,EYES,Sci-Fi,darkman,23,
6543,(REVISED 5ZENE,Sci-Fi,darkman,39,
6544,PAULY DUMMY,Sci-Fi,darkman,22,
6545,THE CAT,Sci-Fi,darkman,41,
6546,TRUMAYNE,Sci-Fi,darkman,21,
6547,ATTENDANT,Sci-Fi,darkman,24,
6548,PEYTON,Sci-Fi,darkman,136,
6549,GUZMAN,Sci-Fi,darkman,45,
6550,DURANT,Sci-Fi,darkman,87,
6552,CONTINUED,Sci-Fi,darkman,224,
6553,JULIE,Sci-Fi,darkman,169,
6555,VOICE OVER (Cont),Sci-Fi,rockyhorrorpictureshowthe,26,
6556,CHORUS,Sci-Fi,rockyhorrorpictureshowthe,21,
6557,FRANK (Cont),Sci-Fi,rockyhorrorpictureshowthe,21,
6559,ALL			EDDIE,Sci-Fi,rockyhorrorpictureshowthe,25,
6560,WIPE TO,Sci-Fi,rockyhorrorpictureshowthe,79,
6561,COLUMBIA,Sci-Fi,rockyhorrorpictureshowthe,67,
6562,ROCKY,Sci-Fi,rockyhorrorpictureshowthe,55,
6563,DR. SCOTT,Sci-Fi,rockyhorrorpictureshowthe,69,
6564,ALL,Sci-Fi,rockyhorrorpictureshowthe,58,
6565,GUESTS,Sci-Fi,rockyhorrorpictureshowthe,87,
6566,FRANK,Sci-Fi,rockyhorrorpictureshowthe,399,
6567,DR SCOTT,Sci-Fi,rockyhorrorpictureshowthe,25,
6571,JANET,Sci-Fi,rockyhorrorpictureshowthe,285,
6572,NARRATOR,Sci-Fi,rockyhorrorpictureshowthe,112,
6573,THE ROCKY HORROR PICTURE SHOW,Sci-Fi,rockyhorrorpictureshowthe,32,
6574,RIEEKAN,Sci-Fi,starwarstheempirestrikesback,42,
6576,VEERS,Sci-Fi,starwarstheempirestrikesback,25,
6577,WEDGE,Sci-Fi,starwarstheempirestrikesback,22,
6578,CREATURE,Sci-Fi,starwarstheempirestrikesback,69,
6579,NEEDA,Sci-Fi,starwarstheempirestrikesback,24,
6582,YODA,Sci-Fi,starwarstheempirestrikesback,148,
6583,HAN,Sci-Fi,starwarstheempirestrikesback,566,
6584,LEIA,Sci-Fi,starwarstheempirestrikesback,314,
6586,PIETT,Sci-Fi,starwarstheempirestrikesback,58,
6587,THREEPIO,Sci-Fi,starwarstheempirestrikesback,334,
6588,LANDO,Sci-Fi,starwarstheempirestrikesback,202,
6590,TUGGLE,Sci-Fi,aliennation,43,
6591,KRISTIN'S VOICE,Sci-Fi,aliennation,26,
6592,WARNER,Sci-Fi,aliennation,41,
6593,MAYOR,Sci-Fi,aliennation,35,
6594,PORTER,Sci-Fi,aliennation,27,
6595,WATSON,Sci-Fi,aliennation,21,
6596,FEDORCHUK,Sci-Fi,aliennation,49,
6597,WINTER,Sci-Fi,aliennation,67,
6598,OPERATOR,Sci-Fi,aliennation,38,
6599,O'NEAL,Sci-Fi,aliennation,51,
6600,QUINT,Sci-Fi,aliennation,36,
6601,KIPLING,Sci-Fi,aliennation,23,
6602,CASSANDRA,Sci-Fi,aliennation,78,
6603,HARCOURT,Sci-Fi,aliennation,159,
6604,JETSON,Sci-Fi,aliennation,534,
6605,SYKES,Sci-Fi,aliennation,859,
6606,BREEN,Sci-Fi,terminator,25,
6607,CLERK,Sci-Fi,terminator,22,
6608,ANCHORMAN,Sci-Fi,terminator,21,
6609,GINGER,Sci-Fi,terminator,72,
6614,TRAXLER,Sci-Fi,terminator,84,
6615,VUKOVICH,Sci-Fi,terminator,147,
6616,DRIVER,Sci-Fi,terminator,21,
6617,TERMINATOR,Sci-Fi,terminator,59,
6620,CREWCUT GUY,Sci-Fi,signs,43,
6621,PHARMACIST,Sci-Fi,signs,24,
6622,RAY,Sci-Fi,signs,41,
6623,TV ANCHOR,Sci-Fi,signs,54,
6624,OFFICER PASKI,Sci-Fi,signs,239,
6625,COLLEEN,Sci-Fi,signs,28,
6626,BO,Sci-Fi,signs,80,
6627,MERRILL,Sci-Fi,signs,387,
6628,MORGAN,Sci-Fi,signs,254,
6633,BARNES,Sci-Fi,terminatorsalvation,42,
6635,JEREMY (cont'd),Sci-Fi,terminatorsalvation,29,
6637,MARCUS (cont'd),Sci-Fi,terminatorsalvation,60,
6638,SERENA,Sci-Fi,terminatorsalvation,102,
6639,BLAIR (cont'd),Sci-Fi,terminatorsalvation,48,
6641,BLAIR,Sci-Fi,terminatorsalvation,171,
6644,CONNOR,Sci-Fi,terminatorsalvation,91,
6645,KATE,Sci-Fi,terminatorsalvation,30,
6646,MARCUS,Sci-Fi,terminatorsalvation,389,
6647,(CONTINUED),Sci-Fi,terminatorsalvation,206,
6648,SETH,Sci-Fi,looper,26,
6649,JESSE,Sci-Fi,looper,28,
6650,KID BLUE,Sci-Fi,looper,29,
6651,ABE,Sci-Fi,looper,29,
6653,OLD JOE,Sci-Fi,looper,52,
6654,SARA,Sci-Fi,looper,134,
6655,CID,Sci-Fi,looper,54,
6656,WHITMAN,Sci-Fi,hellboy,43,
6657,MATLIN,Sci-Fi,hellboy,21,
6658,OLD MATLIN,Sci-Fi,hellboy,28,
6660,BROOM,Sci-Fi,hellboy,283,
6661,ABE,Sci-Fi,hellboy,88,
6662,MANNING,Sci-Fi,hellboy,123,
6663,GRIGORY,Sci-Fi,hellboy,151,
6664,ILSA,Sci-Fi,hellboy,34,
6665,MYERS,Sci-Fi,hellboy,212,
6667,HELLBOY,Sci-Fi,hellboy,488,
6668,WALDMAN,Sci-Fi,frankenstein,121,
6670,FELIX,Sci-Fi,frankenstein,26,
6671,GRANDFATHER,Sci-Fi,frankenstein,42,
6672,KREMPE,Sci-Fi,frankenstein,62,
6673,WILLIAM,Sci-Fi,frankenstein,22,
6675,PROSECUTOR,Sci-Fi,frankenstein,27,
6676,JUSTINE,Sci-Fi,frankenstein,81,
6678,CLAUDE,Sci-Fi,frankenstein,30,
6679,ELIZABETH,Sci-Fi,frankenstein,230,
6683,CREATURE,Sci-Fi,frankenstein,275,
