char,genre,title,line_count,pkey
BLACK MAN,Crime,stingthe,54,black_man-stingthe
P.A. SYSTEM (male v.o.),Comedy,airplane,21,p.a._system_(male_v.o.)-airplane
CHRISTIE,Comedy,threemenandababy,31,christie-threemenandababy
RIFF RAFF,Sci-Fi,rockyhorrorpictureshowthe,118,riff_raff-rockyhorrorpictureshowthe
MOLLY,Drama,manhunter,209,molly-manhunter
MARTIN,Comedy,grossepointblank,821,martin-grossepointblank
CAMERON,Drama,socialnetworkthe,92,cameron-socialnetworkthe
SCHLEE,Music,takingsides,65,schlee-takingsides
FADE OUT.,Fantasy,armyofdarkness,24,fade_out.-armyofdarkness
DONNY,Thriller,super8,52,donny-super8
TRACY,Crime,crowsalvationthe,28,tracy-crowsalvationthe
DETECTIVE HARRY MCKNIGHT,Romance,mulhollanddrive,27,detective_harry_mcknight-mulhollanddrive
NOVIAN,Sport,twoforthemoney,24,novian-twoforthemoney
MATTHEW,Comedy,erinbrockovich,40,matthew-erinbrockovich
BRODIE,Crime,faceoff,40,brodie-faceoff
MAN,Drama,tristanandisolde,29,man-tristanandisolde
SARGENT,Fantasy,toystory,92,sargent-toystory
CAT,Family,coraline,56,cat-coraline
MARAIS,Drama,powerofonethe,69,marais-powerofonethe
MARCO,Drama,colombiana,257,marco-colombiana
(CONTINUED),Horror,takinglives,165,(continued)-takinglives
D: Just high.,Comedy,withnailandi,101,d:_just_high.-withnailandi
CHERYL stops.,Fantasy,evildead,25,cheryl_stops.-evildead
SARAH,Horror,scream3,92,sarah-scream3
QUEENAN,Drama,departedthe,259,queenan-departedthe
BELLOQ,Action,indianajonesandtheraidersofthelostark,162,belloq-indianajonesandtheraidersofthelostark
KENNY,Mystery,scream,25,kenny-scream
THE STRANGER,Romance,senseandsensibility,28,the_stranger-senseandsensibility
ZEPH,Horror,buffythevampireslayer,35,zeph-buffythevampireslayer
VERNITA,Thriller,killbillvolume12,61,vernita-killbillvolume12
ALBRECHT,Fantasy,crowthe,214,albrecht-crowthe
MALE NURSE,Adventure,haroldandkumargotowhitecastle,29,male_nurse-haroldandkumargotowhitecastle
ZENG,Animation,kungfupanda,65,zeng-kungfupanda
ERMINE,Crime,blow,87,ermine-blow
EDITH,Comedy,despicableme2,46,edith-despicableme2
DENNIS,Mystery,backdraft,42,dennis-backdraft
TED,Sci-Fi,airplane2thesequel,535,ted-airplane2thesequel
SCALPER,Adventure,detroitrockcity,34,scalper-detroitrockcity
NICKY,Crime,donniebrasco,185,nicky-donniebrasco
"""BOTTOM""",Drama,anonymous,21,"""bottom""-anonymous"
GUADALUPE,Drama,musicoftheheart,23,guadalupe-musicoftheheart
MARTIN,Drama,mumford,50,martin-mumford
COTES-PREEDY,Drama,myweekwithmarilyn,21,cotes-preedy-myweekwithmarilyn
BOROMIR,Fantasy,lordoftheringsfellowshipoftheringthe,191,boromir-lordoftheringsfellowshipoftheringthe
GOTH GIRL,Thriller,lifeofdavidgalethe,93,goth_girl-lifeofdavidgalethe
URYENS,Adventure,excalibur,35,uryens-excalibur
CUSTOMER,Crime,fargo,42,customer-fargo
JIMMY,Action,boondocksaints2allsaintsday,27,jimmy-boondocksaints2allsaintsday
DAY-DAY (cont'd),Comedy,nextfriday,34,day-day_(cont'd)-nextfriday
MANNY,Adventure,waroftheworlds,41,manny-waroftheworlds
CLARENCE'S VOICE,Family,itsawonderfullife,56,clarence's_voice-itsawonderfullife
EVAN,Fantasy,butterflyeffectthe,1012,evan-butterflyeffectthe
MAYOR,Adventure,wizardofozthe,25,mayor-wizardofozthe
WOODWARD,Thriller,allthepresidentsmen,826,woodward-allthepresidentsmen
DEAN,Drama,punchdrunklove,116,dean-punchdrunklove
(TO HOLLEY),Adventure,cars2,40,(to_holley)-cars2
WANDA,Drama,livinginoblivion,401,wanda-livinginoblivion
ARTUS,Action,conanthebarbarian,71,artus-conanthebarbarian
ISABEL,Crime,oceanstwelve,515,isabel-oceanstwelve
PLAICE,Adventure,masterandcommander,24,plaice-masterandcommander
VIKING BOB,Thriller,arcticblue,103,viking_bob-arcticblue
MUSGROVE,Action,indianajonesandtheraidersofthelostark,41,musgrove-indianajonesandtheraidersofthelostark
WOMAN,Fantasy,unbreakable,42,woman-unbreakable
MARGARET,Drama,ghostworld,21,margaret-ghostworld
VALERIE,Comedy,adaptation,48,valerie-adaptation
VANCE.,Comedy,500daysofsummer,31,vance.-500daysofsummer
DIANA,Thriller,fairgame,32,diana-fairgame
AIDE,Drama,spartan,44,aide-spartan
KLAATU,Drama,daytheearthstoodstillthe,760,klaatu-daytheearthstoodstillthe
ABDULLAH,Drama,babel,188,abdullah-babel
MILLER'S CRNG -- by Joel and Ethan Coen,Crime,millerscrossing,578,miller's_crng_--_by_joel_and_ethan_coen-millerscrossing
PITT,Comedy,littleathens,40,pitt-littleathens
RICKY TAN,Comedy,rushhour2,124,ricky_tan-rushhour2
EPPS,Thriller,ghostship,448,epps-ghostship
HANK,Horror,whenastrangercalls,30,hank-whenastrangercalls
DRIVER,Adventure,starman,29,driver-starman
DORN,Comedy,majorleague,94,dorn-majorleague
BENEDICT,Drama,hotelrwanda,25,benedict-hotelrwanda
PIPPIN,Fantasy,lordoftheringsfellowshipoftheringthe,78,pippin-lordoftheringsfellowshipoftheringthe
YASUJIRO,Thriller,babel,54,yasujiro-babel
CHARLIE CLARK,Crime,casino,62,charlie_clark-casino
DUMB GUY,Animation,beavisandbuttheaddoamerica,24,dumb_guy-beavisandbuttheaddoamerica
DORIE,Romance,pearlharbor,40,dorie-pearlharbor
KYLE,Drama,takeshelter,71,kyle-takeshelter
CELESTE,Drama,kingofcomedythe,24,celeste-kingofcomedythe
OSBORNE,Thriller,basic,475,osborne-basic
JANET (OC),Drama,magnolia,36,janet_(oc)-magnolia
KAUFMAN,Drama,awakenings,134,kaufman-awakenings
SENIOR EDITOR,Comedy,stepmom,22,senior_editor-stepmom
BARBER,Sci-Fi,darkcity,40,barber-darkcity
FROST,Horror,fromdusktilldawn,49,frost-fromdusktilldawn
JUDGE,Thriller,walkingtall,33,judge-walkingtall
HIGH ALDWIN,Fantasy,willow,67,high_aldwin-willow
JACK unwraps the PACKAGE.,Crime,americanthe,26,jack_unwraps_the_package.-americanthe
CN TILLY,Drama,itsawonderfullife,35,cn_tilly-itsawonderfullife
JOEY,Crime,hackers,97,joey-hackers
MARKINSON,Thriller,afewgoodmen,113,markinson-afewgoodmen
RONALD,Comedy,cedarrapids,267,ronald-cedarrapids
IRIS,Action,strangedays,25,iris-strangedays
STARK,Romance,fromheretoeternity,38,stark-fromheretoeternity
JOE (cont'd),Romance,meetjoeblack,77,joe_(cont'd)-meetjoeblack
ALEX,Thriller,crowsalvationthe,421,alex-crowsalvationthe
HENRY,Adventure,stuntmanthe,80,henry-stuntmanthe
DA VINCI,Family,megamind,36,da_vinci-megamind
JOSHUA,Action,eightleggedfreaks,84,joshua-eightleggedfreaks
WASKI,Drama,ramblingrose,32,waski-ramblingrose
SAILOR #1,Comedy,youthinrevolt,28,sailor_#1-youthinrevolt
CHAMBERS,Crime,cradle2thegrave,105,chambers-cradle2thegrave
MANRAY,Drama,bamboozled,130,manray-bamboozled
INT.   CAR - ANGLE ON BURT,Action,stuntmanthe,32,int.___car_-_angle_on_burt-stuntmanthe
MAGENTA,Comedy,rockyhorrorpictureshowthe,53,magenta-rockyhorrorpictureshowthe
THALIA,Comedy,beinghuman,34,thalia-beinghuman
JACK,Comedy,sugarandspice,212,jack-sugarandspice
MILLER,Drama,myweekwithmarilyn,49,miller-myweekwithmarilyn
BECKY,Comedy,hangoverthe,44,becky-hangoverthe
MRS. FRANK,Mystery,whatliesbeneath,60,mrs._frank-whatliesbeneath
INDY,Adventure,indianajonesandthelastcrusade,959,indy-indianajonesandthelastcrusade
FAT LOU,Horror,jasonx,29,fat_lou-jasonx
MATT,Thriller,terminator,35,matt-terminator
DONNY,Fantasy,ted,72,donny-ted
"(VOICE OVER, as he digs)",War,platoon,26,"(voice_over,_as_he_digs)-platoon"
ARLY,Romance,tallinthesaddle,340,arly-tallinthesaddle
JIM,Action,newyorkminute,24,jim-newyorkminute
CHARLIE,Romance,battleofshakerheightsthe,39,charlie-battleofshakerheightsthe
BILLIE,Drama,stingthe,72,billie-stingthe
FISHLEGS,Comedy,howtotrainyourdragon,24,fishlegs-howtotrainyourdragon
NOURISH,Adventure,existenz,35,nourish-existenz
BUDDY,Drama,ramblingrose,478,buddy-ramblingrose
OKRA,Drama,tosleepwithanger,37,okra-tosleepwithanger
RABBI BOLENSKY,Crime,intolerablecruelty,23,rabbi_bolensky-intolerablecruelty
CHILTON,Crime,silenceofthelambs,170,chilton-silenceofthelambs
RUSH,Sci-Fi,tronlegacy,763,rush-tronlegacy
BRETTON WOODS,Drama,wallstreetmoneyneversleeps,215,bretton_woods-wallstreetmoneyneversleeps
CLARENCE,Action,metro,33,clarence-metro
DAMON,Fantasy,jacketthe,45,damon-jacketthe
CHUCK,Drama,whitesquall,422,chuck-whitesquall
KARELSEN,War,fromheretoeternity,34,karelsen-fromheretoeternity
AUFMAN,Horror,landofthedead,36,aufman-landofthedead
JUKKA,Comedy,bamboozled,35,jukka-bamboozled
JEANNE'S MOTHER,Romance,lasttangoinparis,41,jeanne's_mother-lasttangoinparis
TOP DOLLAR,Action,crowthe,71,top_dollar-crowthe
KYLE,Action,terminatorsalvation,113,kyle-terminatorsalvation
RIKER,Action,startreknemesis,181,riker-startreknemesis
CHARLIE,Thriller,italianjobthe,527,charlie-italianjobthe
SILBERMAN,Thriller,terminator,75,silberman-terminator
ANNA,Comedy,nottinghill,667,anna-nottinghill
MRS. CHAMBERS,Horror,psycho,71,mrs._chambers-psycho
"WWII - warned us about it: ""beware",Crime,jfk,21,"wwii_-_warned_us_about_it:_""beware-jfk"
DENNIS,Thriller,backdraft,42,dennis-backdraft
KELLY,Action,wildhogs,40,kelly-wildhogs
SAM,Drama,lifeasahouse,526,sam-lifeasahouse
MAN,Drama,stingthe,21,man-stingthe
JAKE,Action,stuntmanthe,145,jake-stuntmanthe
CARABINIERE,Mystery,avventuraltheadventure,38,carabiniere-avventuraltheadventure
(CONTINUED),Drama,memento,233,(continued)-memento
JC,Crime,badlieutenant,29,jc-badlieutenant
NORM,Thriller,fargo,66,norm-fargo
NICHOLS,Thriller,fugitivethe,117,nichols-fugitivethe
DAVIS,Action,cliffhanger,47,davis-cliffhanger
AGENT SID,Adventure,jayandsilentbobstrikeback,31,agent_sid-jayandsilentbobstrikeback
SISTER ANNA,Drama,manonfire,21,sister_anna-manonfire
JENNY,Comedy,forrestgump,329,jenny-forrestgump
MISS HO KYM,Comedy,nextfriday,46,miss_ho_kym-nextfriday
COLONEL AL-GHAZI (O.C.),Thriller,kingdomthe,43,colonel_al-ghazi_(o.c.)-kingdomthe
TESTA,Comedy,airplane2thesequel,32,testa-airplane2thesequel
BOND,Action,worldisnotenoughthe,694,bond-worldisnotenoughthe
PROSECUTOR,Thriller,fugitivethe,31,prosecutor-fugitivethe
(CONTINUED),Fantasy,scottpilgrimvstheworld,157,(continued)-scottpilgrimvstheworld
SAM ROTH,Drama,godfatherpartii,22,sam_roth-godfatherpartii
QUINCE,Mystery,meetjoeblack,268,quince-meetjoeblack
COP,Adventure,ghostbusters2,26,cop-ghostbusters2
ANDERSON'S VOICE,Mystery,minorityreport,32,anderson's_voice-minorityreport
VICTORIA,Romance,twilightnewmoon,26,victoria-twilightnewmoon
RAMONA,Romance,intolerablecruelty,53,ramona-intolerablecruelty
HUEY,Crime,nickoftime,245,huey-nickoftime
OWNER,Family,itsawonderfullife,26,owner-itsawonderfullife
HENRI,Mystery,redridinghood,51,henri-redridinghood
BUNNY,Comedy,edwood,51,bunny-edwood
ADMINISTRATOR,Drama,changeling,22,administrator-changeling
HASARI,Drama,cityofjoy,424,hasari-cityofjoy
ZEV,Fantasy,starwarstheempirestrikesback,25,zev-starwarstheempirestrikesback
MCCONNELL,Thriller,missiontomars,589,mcconnell-missiontomars
POLICEMAN,Romance,brokenembraces,21,policeman-brokenembraces
WILLY,Action,backdraft,32,willy-backdraft
WESLEY,Drama,lonestar,73,wesley-lonestar
CAP,Mystery,tallinthesaddle,79,cap-tallinthesaddle
TAI LUNG,Animation,kungfupanda,97,tai_lung-kungfupanda
OLIVER,Drama,killingzoe,186,oliver-killingzoe
GRAHAM,Thriller,signs,815,graham-signs
SIDNEY,Drama,sweetsmellofsuccess,1195,sidney-sweetsmellofsuccess
JENNIFER (CONT),Comedy,pleasantville,35,jennifer_(cont)-pleasantville
LEADER,Action,fightclub,56,leader-fightclub
JEAN HILL,Mystery,jfk,126,jean_hill-jfk
O'HARA,Crime,arsenicandoldlace,245,o'hara-arsenicandoldlace
RAV COHEN,Sci-Fi,pi,111,rav_cohen-pi
HOOPER,Thriller,jaws,517,hooper-jaws
MAC,Sci-Fi,simone,25,mac-simone
SCOTT,Horror,fromdusktilldawn,96,scott-fromdusktilldawn
ELANORA,Romance,angeleyes,153,elanora-angeleyes
NARRATOR,Comedy,hudsuckerproxythe,58,narrator-hudsuckerproxythe
JEREMY,Thriller,terminatorsalvation,51,jeremy-terminatorsalvation
LEVIN,Drama,annakarenina,263,levin-annakarenina
DAVID (cont'd),Sci-Fi,independenceday,27,david_(cont'd)-independenceday
DELIA,Horror,suspectzero,24,delia-suspectzero
LOOMIS,Thriller,halloweenthecurseofmichaelmyers,220,loomis-halloweenthecurseofmichaelmyers
RUBY,Thriller,jfk,51,ruby-jfk
HAL,Family,megamind,216,hal-megamind
COLVIN,Crime,maxpayne,83,colvin-maxpayne
WADE,Action,eightleggedfreaks,193,wade-eightleggedfreaks
ZEKE,Sci-Fi,pitchblack,39,zeke-pitchblack
HARDEMEYER,Action,ghostbusters2,65,hardemeyer-ghostbusters2
WILLIAM (cont'd),Drama,almostfamous,94,william_(cont'd)-almostfamous
RUSSIAN,Crime,snatch,27,russian-snatch
TOMMY,Horror,halloweenthecurseofmichaelmyers,160,tommy-halloweenthecurseofmichaelmyers
TESTA,Sci-Fi,airplane2thesequel,32,testa-airplane2thesequel
KRUGER,Comedy,airplane2thesequel,91,kruger-airplane2thesequel
KEVIN,Sci-Fi,limitless,34,kevin-limitless
HEARST,Drama,rko281,249,hearst-rko281
NED,Thriller,insidious,27,ned-insidious
CAROL (voice over from inside the car),Comedy,manhattanmurdermystery,25,carol_(voice_over_from_inside_the_car)-manhattanmurdermystery
BRITISH DELEGATE,Romance,charade,23,british_delegate-charade
DON FRANCESCO,Drama,godfatherpartii,29,don_francesco-godfatherpartii
SCHEER (INTO HEADSET),Action,islandthe,21,scheer_(into_headset)-islandthe
SUMMER,Drama,500daysofsummer,619,summer-500daysofsummer
HOOKER,Drama,tombstone,47,hooker-tombstone
CARL,Romance,yesman,1297,carl-yesman
ED (on phone),Comedy,edwood,29,ed_(on_phone)-edwood
CONRAD,Thriller,copycat,57,conrad-copycat
BURT,Romance,stuntmanthe,26,burt-stuntmanthe
AMBER,Drama,boogienights,240,amber-boogienights
NOVELLI,Drama,bigbluethe,87,novelli-bigbluethe
LINDSEY,Adventure,abyssthe,514,lindsey-abyssthe
MAN 1,Thriller,darkcity,27,man_1-darkcity
DEREK,Thriller,bartonfink,24,derek-bartonfink
GUIDONE,Drama,lightsleeper,65,guidone-lightsleeper
BARRY,Thriller,residentevil,118,barry-residentevil
KAFKA,Drama,kafka,770,kafka-kafka
FROST,Thriller,fromdusktilldawn,49,frost-fromdusktilldawn
AUGUSTO,Crime,blow,67,augusto-blow
STAR,Sci-Fi,terminatorsalvation,79,star-terminatorsalvation
SADDAMN,Crime,observeandreport,45,saddamn-observeandreport
WADE,Crime,losersthe,131,wade-losersthe
CHRIS (cont.),Horror,residentevil,64,chris_(cont.)-residentevil
SALLY,Adventure,cars2,41,sally-cars2
MARY,Thriller,hauntingthe,78,mary-hauntingthe
MARTY,Drama,bloodsimple,241,marty-bloodsimple
SHEPARD,Drama,informantthe,148,shepard-informantthe
FADE OUT:,Horror,perfectcreature,33,fade_out:-perfectcreature
FERN,Comedy,storytelling,93,fern-storytelling
CANADIAN REPRESENTATIVE,Comedy,newyorkminute,22,canadian_representative-newyorkminute
DAVID,Comedy,punchdrunklove,65,david-punchdrunklove
SONA,Thriller,cradle2thegrave,42,sona-cradle2thegrave
CREW CUT,Crime,boondocksaints2allsaintsday,26,crew_cut-boondocksaints2allsaintsday
ARMAND,War,deerhunterthe,54,armand-deerhunterthe
(JAFAR pinches his beak shut.),Musical,aladdin,25,(jafar_pinches_his_beak_shut.)-aladdin
DANNY,Thriller,oceanstwelve,458,danny-oceanstwelve
EMMA,Crime,mrbrooks,81,emma-mrbrooks
CAMP MASTER STRAUCH,Adventure,up,24,camp_master_strauch-up
KEZURE,Action,indianajonesiv,103,kezure-indianajonesiv
SCRAGGY,Action,indianajonesiv,189,scraggy-indianajonesiv
SARAH (cont'd),Thriller,hollowman,32,sarah_(cont'd)-hollowman
ROOM CLERK,Comedy,graduatethe,44,room_clerk-graduatethe
MR DENG,Comedy,henryfool,71,mr_deng-henryfool
CHARLES,Comedy,cradle2thegrave,44,charles-cradle2thegrave
HENRI-ANNE,Mystery,promnight,26,henri-anne-promnight
GALE,Thriller,scream3,387,gale-scream3
SAMANTHA,Thriller,takeshelter,412,samantha-takeshelter
DIRK,Comedy,jennifersbody,27,dirk-jennifersbody
NURSE,Crime,godfather,22,nurse-godfather
FRODO,Fantasy,lordoftheringsfellowshipoftheringthe,337,frodo-lordoftheringsfellowshipoftheringthe
ELLIS,Drama,mud,1142,ellis-mud
MAI,Thriller,onlygodforgives,80,mai-onlygodforgives
PHIL,Thriller,jaws2,25,phil-jaws2
MURNEY,Thriller,pacifierthe,116,murney-pacifierthe
MURPHY,Horror,ghostship,923,murphy-ghostship
OFFICER O'DELL,Crime,sdarko,130,officer_o'dell-sdarko
DR. MARTINEZ,Comedy,somethingsgottagive,48,dr._martinez-somethingsgottagive
ALLIE,Western,tombstone,28,allie-tombstone
LOKI,Adventure,dogma,115,loki-dogma
RAY,Mystery,istillknowwhatyoudidlastsummer,137,ray-istillknowwhatyoudidlastsummer
ANDERSON'S VOICE,Action,minorityreport,32,anderson's_voice-minorityreport
WILL,Adventure,whitesquall,25,will-whitesquall
SIMONE,Drama,simone,213,simone-simone
MRS. KETTNER,Comedy,shesoutofmyleague,22,mrs._kettner-shesoutofmyleague
COMMENDATORE,Drama,amadeus,51,commendatore-amadeus
MARV,Drama,wallstreet,163,marv-wallstreet
CAROL DEXTER,Crime,changeling,108,carol_dexter-changeling
RIGAZZI,Crime,analyzethat,48,rigazzi-analyzethat
CAINE 607,Action,soldier,41,caine_607-soldier
STERNN,Fantasy,heavymetal,55,sternn-heavymetal
MAE,Drama,grapesofwraththe,50,mae-grapesofwraththe
MR. BARREL,Thriller,killbillvolume12,28,mr._barrel-killbillvolume12
MARCON,Action,lastboyscoutthe,218,marcon-lastboyscoutthe
DR. CHU,Comedy,hospitalthe,40,dr._chu-hospitalthe
CAROL,Romance,backupplanthe,153,carol-backupplanthe
MUNCHKINS,Family,wizardofozthe,47,munchkins-wizardofozthe
DR. PLODDER,Romance,kateleopold,88,dr._plodder-kateleopold
MARY,Romance,groundhogday,21,mary-groundhogday
PACE,Romance,wildatheart,32,pace-wildatheart
DOORMAN,Drama,babel,39,doorman-babel
ARDELIA,Thriller,silenceofthelambs,66,ardelia-silenceofthelambs
DEXTER JETTSTER,Adventure,starwarsattackoftheclones,43,dexter_jettster-starwarsattackoftheclones
HUB,Thriller,siegethe,1158,hub-siegethe
WEBSTER,Romance,shakespeareinlove,21,webster-shakespeareinlove
ROQUE,Adventure,losersthe,360,roque-losersthe
CARUSO.,Family,happyfeet,28,caruso.-happyfeet
LOUISE,Crime,hostage,22,louise-hostage
KIAYA,Action,willow,22,kiaya-willow
EUGENE,Romance,bonnieandclyde,49,eugene-bonnieandclyde
FAMBROUGH,Western,danceswithwolves,62,fambrough-danceswithwolves
ANCHORWOMAN,Fantasy,batman,24,anchorwoman-batman
RAGETTI,Fantasy,piratesofthecaribbeandeadmanschest,78,ragetti-piratesofthecaribbeandeadmanschest
COLETTE,Drama,saltonseathe,169,colette-saltonseathe
PALMER,Crime,burnafterreading,175,palmer-burnafterreading
MONK,Adventure,abyssthe,88,monk-abyssthe
DISSOLVE TO:,Horror,carrie,146,dissolve_to:-carrie
FAMBROUGH,Drama,danceswithwolves,62,fambrough-danceswithwolves
RICCO,Thriller,backdraft,43,ricco-backdraft
ULLMAN,Thriller,shiningthe,274,ullman-shiningthe
(VOICE OVER),Drama,silverliningsplaybook,40,(voice_over)-silverliningsplaybook
HENRY,Thriller,bloodandwine,40,henry-bloodandwine
MAN,Comedy,fargo,76,man-fargo
ANTHONY,Drama,awakenings,49,anthony-awakenings
SPRINGFIELD,Horror,manhunter,75,springfield-manhunter
ADRIENNE,Horror,jasonx,47,adrienne-jasonx
WOLTZ,Drama,beingthere,21,woltz-beingthere
WILDMAN,Crime,wallstreet,69,wildman-wallstreet
MAITRE D,Romance,shesoutofmyleague,22,maitre_d-shesoutofmyleague
BILLY'S VOICE,Thriller,midnightexpress,102,billy's_voice-midnightexpress
SEBASTIAN,Family,marleyme,109,sebastian-marleyme
YOKO,Thriller,grudgethe,29,yoko-grudgethe
ARCHIVES,Drama,takingsides,26,archives-takingsides
BRADLEY,Drama,zerodarkthirty,32,bradley-zerodarkthirty
CLERK,Action,totalrecall,31,clerk-totalrecall
HABIB,Romance,shesoutofmyleague,24,habib-shesoutofmyleague
HALF-EAR,Action,italianjobthe,124,half-ear-italianjobthe
LONGSHANKS,Drama,braveheart,126,longshanks-braveheart
ZORN,Mystery,bourneidentitythe,46,zorn-bourneidentitythe
KARLA,Comedy,nextfriday,71,karla-nextfriday
SPIKE,Family,transformersthemovie,31,spike-transformersthemovie
GUESTS,Musical,rockyhorrorpictureshowthe,87,guests-rockyhorrorpictureshowthe
JAMESON,Sci-Fi,spiderman,98,jameson-spiderman
FRANCIS (emotional;,Adventure,logansrun,21,francis_(emotional;-logansrun
FARQUAAD,Family,shrek,70,farquaad-shrek
ROCKLIN,Romance,tallinthesaddle,855,rocklin-tallinthesaddle
LEBOW,Drama,donniebrasco,99,lebow-donniebrasco
HEAD,Thriller,startreknemesis,31,head-startreknemesis
MR SCOTT,Comedy,storytelling,76,mr_scott-storytelling
PRESIDENT RVELT,War,pearlharbor,23,president_rvelt-pearlharbor
MUD!,Drama,mud,26,mud!-mud
DIEDRICKSON,Drama,manwhowasnttherethe,46,diedrickson-manwhowasnttherethe
DOROTA,War,pianistthe,98,dorota-pianistthe
FIRST WAITER,Drama,believerthe,24,first_waiter-believerthe
THE KID,Comedy,princessbridethe,119,the_kid-princessbridethe
RABBAN,Sci-Fi,dune,30,rabban-dune
GANDALF,Adventure,lordoftheringsfellowshipoftheringthe,548,gandalf-lordoftheringsfellowshipoftheringthe
ED,Thriller,jaws2,32,ed-jaws2
ALYSSA,Comedy,chasingamy,1103,alyssa-chasingamy
RED,Thriller,pineappleexpress,245,red-pineappleexpress
DYSON,Crime,suspectzero,53,dyson-suspectzero
HITCHHIKER,Thriller,thelmalouise,23,hitchhiker-thelmalouise
STAN,Romance,tallinthesaddle,48,stan-tallinthesaddle
SHY WAITER,Romance,moonstruck,25,shy_waiter-moonstruck
TEACHER,Crime,hackers,26,teacher-hackers
WOMAN,Comedy,lostintranslation,26,woman-lostintranslation
FABIO,Crime,americanthe,22,fabio-americanthe
CHARLIE LING,Crime,onlygodforgives,51,charlie_ling-onlygodforgives
MRS. HUDSON,Comedy,privatelifeofsherlockholmesthe,97,mrs._hudson-privatelifeofsherlockholmesthe
TALCOTT,Thriller,basicinstinct,28,talcott-basicinstinct
REED,Crime,smokinaces,83,reed-smokinaces
ANDERS,Drama,hostage,31,anders-hostage
(SUBTITLED),Sci-Fi,avatar,119,(subtitled)-avatar
DANNY,Crime,americanhistoryx,151,danny-americanhistoryx
DOMINIQUE,Thriller,tomorrowneverdies,21,dominique-tomorrowneverdies
VASQUEZ,Action,aliens,73,vasquez-aliens
LITE,Comedy,repoman,110,lite-repoman
ISABEL,Drama,1492conquestofparadise,92,isabel-1492conquestofparadise
GLORIA,Horror,amityvilleasylumthe,81,gloria-amityvilleasylumthe
SKAT,Fantasy,seventhsealthe,133,skat-seventhsealthe
NAOMI,Sci-Fi,eternalsunshineofthespotlessmind,66,naomi-eternalsunshineofthespotlessmind
JEFF,Romance,almostfamous,246,jeff-almostfamous
MIKE,Thriller,siegethe,22,mike-siegethe
EARL,Thriller,metro,34,earl-metro
ISA,Thriller,obsessed,38,isa-obsessed
IRENE,Mystery,gothika,88,irene-gothika
HIGH ROLLER,Western,tombstone,23,high_roller-tombstone
MARLA,Thriller,fightclub,332,marla-fightclub
LUIGI,Adventure,cars2,31,luigi-cars2
CUMBERLAND,Action,bladetrinity,49,cumberland-bladetrinity
CHARLIE FROST,Sci-Fi,2012,91,charlie_frost-2012
MANNHEIM,Crime,wallstreet,66,mannheim-wallstreet
TITAN,Action,megamind,314,titan-megamind
DEKE,Horror,birdsthe,74,deke-birdsthe
TUBBS,Crime,miamivice,473,tubbs-miamivice
JANINE,Thriller,kingdomthe,31,janine-kingdomthe
RYAN,Comedy,lifeasahouse,64,ryan-lifeasahouse
JUDGE,Comedy,replacementsthe,27,judge-replacementsthe
NED CECIL,Sci-Fi,fantasticfour,42,ned_cecil-fantasticfour
CLAIRE,Thriller,losthighway,51,claire-losthighway
ROOL,Comedy,willow,40,rool-willow
THOMAS,Drama,kingofcomedythe,71,thomas-kingofcomedythe
GIDDYPU!,Action,armyofdarkness,27,giddypu!-armyofdarkness
MAPES,Sci-Fi,dune,24,mapes-dune
"FIRST POLICE OFFICER (scornfully): Well, all",Mystery,whiteribbonthe,22,"first_police_officer_(scornfully):_well,_all-whiteribbonthe"
SENATOR MALCOLM,Thriller,minorityreport,67,senator_malcolm-minorityreport
HARLAN,Comedy,eightleggedfreaks,77,harlan-eightleggedfreaks
SARAH,Horror,jurassicparkthelostworld,261,sarah-jurassicparkthelostworld
BEATRICE,Comedy,meninblack,29,beatrice-meninblack
KYLIE,Sci-Fi,slither,71,kylie-slither
RUSTY,Crime,oceanstwelve,450,rusty-oceanstwelve
WAITRESS,Comedy,fearandloathinginlasvegas,27,waitress-fearandloathinginlasvegas
VINCENT,Drama,afterlife,30,vincent-afterlife
FREDDY,Action,perfectcreature,65,freddy-perfectcreature
GRUBER,Drama,verdictthe,71,gruber-verdictthe
SPANGLER,Mystery,klute,68,spangler-klute
(MORE),Comedy,marleyme,43,(more)-marleyme
PEG,Fantasy,edwardscissorhands,141,peg-edwardscissorhands
NARRATOR,Thriller,waroftheworlds,30,narrator-waroftheworlds
BOURKE-WHITE,Drama,gandhi,79,bourke-white-gandhi
MARSHALL,Crime,donniebrasco,49,marshall-donniebrasco
HEROINE,Action,feast,446,heroine-feast
BLASTER,Animation,transformersthemovie,44,blaster-transformersthemovie
AXE,Action,backdraft,178,axe-backdraft
HOLLEY,Animation,cars2,301,holley-cars2
LESTER BANGS,Romance,almostfamous,75,lester_bangs-almostfamous
CABLE'S VOICE,Crime,klute,29,cable's_voice-klute
COP,Fantasy,fifthelementthe,35,cop-fifthelementthe
PROFESSOR LIEPSKY,Horror,perfectcreature,75,professor_liepsky-perfectcreature
TRAFFIC COP,Fantasy,batman2,24,traffic_cop-batman2
MATTIE,Western,tombstone,76,mattie-tombstone
MAX,Comedy,burningannie,586,max-burningannie
INT.   CAR - ANGLE ON BURT,Thriller,stuntmanthe,32,int.___car_-_angle_on_burt-stuntmanthe
YEAH-YEAH,Family,sandlotkidsthe,111,yeah-yeah-sandlotkidsthe
CAROLINE,Drama,highfidelity,64,caroline-highfidelity
